CD_MUN,MUN,AR_TER_km2,POP_EST,DENS_DEM,ESC,IDHM,MORT_INF,PIB_P_CAP,MD_CIR_G,MD_CLIN,MD_GIN_OBS,MD_FAM,MD_PED,MD_GERI,MD_URO,AS_SOC,ENF,FISIO,FONO,NUTRI,ODONTO,PSICO,PSIQ,POSTO,CS_UBS,POLICL,HOSP_GER,HOSP_ESP,PRT_SOC,PRT_ESP
4309001,Giruá,857059,15729,19.95,98.2,721,5.32,48599.82,1.0,15.0,0.0,0.0,2.0,0.0,0.0,4.0,44.0,23.0,2.0,6.0,8.0,14.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0
4309050,Glorinha,323955,8304,21.29,98.8,714,24.365,41243.59,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4309100,Gramado,239341,36864,135.7,96.9,764,6.62,54901.17,5.0,68.0,4.0,0.0,10.0,0.0,0.0,5.0,57.0,23.0,5.0,14.0,42.0,23.0,2.0,3.0,7.0,6.0,1.0,0.0,1.0,0.0
4309126,Gramado dos Loureiros,131396,2036,17.27,99.5,685,22.73,25351.87,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
4309159,Gramado Xavier,217515,4378,18.25,98.5,634,63.83,19318.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4309209,Gravataí,468288,285564,551.59,95.7,736,11.74,42820.82,26.0,228.0,52.0,5.0,56.0,0.0,4.0,15.0,198.0,98.0,17.0,30.0,105.0,71.0,16.0,0.0,29.0,7.0,1.0,0.0,0.0,0.0
4309258,Guabiju,146925,1478,10.77,100,758,24.365,48844.08,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4309308,Guaíba,376166,98331,252.57,97.3,0.73,5.17,68641.09,6.0,40.0,8.0,0.0,18.0,0.0,2.0,13.0,86.0,27.0,4.0,13.0,54.0,64.0,5.0,8.0,4.0,4.0,2.0,0.0,0.0,0.0
4309407,Guaporé,297545,26199,76.64,98.5,765,12.27,34001.53,1.0,23.0,0.0,0.0,6.0,0.0,0.0,4.0,17.0,13.0,8.0,7.0,15.0,18.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0
4309506,Guarani das Missões,290.7,7393,27.93,97.8,737,29.85,46961.83,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,5.0,4.0,1.0,1.0,3.0,4.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
4309555,Harmonia,48562,4967,95.04,100,749,15.38,35168.13,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4309571,Herveiras,118252,3019,24.97,93.7,616,22.22,19922.85,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4309605,Horizontina,229694,19446,78.92,97.6,783,12.15,84405.81,0.0,9.0,0.0,0.0,1.0,0.0,0.0,5.0,9.0,15.0,1.0,6.0,14.0,24.0,0.0,1.0,6.0,7.0,2.0,0.0,0.0,0.0
4309654,Hulha Negra,822608,6894,7.34,96,643,16.39,30024.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4309704,Humaitá,135.01,4712,36.57,99,738,24.365,30293.45,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
4309753,Ibarama,195426,4393,22.63,97.7,652,24.365,20531.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
4309803,Ibiaçá,348778,4690,13.5,97.6,739,22.22,47075.19,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
4309902,Ibiraiaras,292.16,7267,23.85,97.5,724,28.57,33922.21,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,7.0,2.0,1.0,2.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4309951,Ibirapuitã,307164,3988,13.23,95.4,638,24.365,29111.88,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
4310009,Ibirubá,607185,20474,31.79,99,765,7.33,52551.35,0.0,24.0,5.0,0.0,4.0,0.0,0.0,1.0,12.0,28.0,11.0,5.0,24.0,19.0,5.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0
4310108,Igrejinha,137548,37754,233.03,97.3,721,6.13,49798.73,2.0,64.0,7.0,0.0,10.0,0.0,0.0,4.0,39.0,20.0,6.0,5.0,24.0,16.0,1.0,1.0,12.0,2.0,1.0,0.0,0.0,0.0
4310207,Ijuí,688982,84041,114.51,98.9,781,9.51,42446.9,12.0,77.0,10.0,0.0,23.0,0.0,2.0,23.0,176.0,90.0,35.0,30.0,56.0,55.0,9.0,0.0,21.0,3.0,3.0,0.0,0.0,0.0
4310306,Ilópolis,118144,4054,35.22,95.7,0.73,41.67,25566.37,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,4.0,0.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4310330,Imbé,39766,23721,448.53,96.8,764,24.365,20405.2,0.0,28.0,1.0,0.0,1.0,0.0,1.0,1.0,26.0,7.0,0.0,1.0,5.0,11.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
4310363,Imigrante,71716,3103,41.21,95.1,743,24.365,76801.62,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4310405,Independência,358283,6054,18.52,98.9,693,16.39,45611.91,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,1.0,5.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0
4310413,Inhacorá,113749,2207,19.87,98.8,673,24.365,32435.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
4310439,Ipê,599361,6736,10.04,98.6,728,24.365,29864.74,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
4310462,Ipiranga do Sul,158.71,1871,12.31,100,791,24.365,54739.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4310504,Iraí,181579,7046,44.64,98.4,691,11.11,23137.18,0.0,9.0,0.0,0.0,2.0,0.0,0.0,4.0,5.0,4.0,1.0,2.0,4.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
4310538,Itaara,172801,5573,28.96,99.1,0.76,24.365,22856.48,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
4310553,Itacurubi,1120.874,3456,3.07,96.3,657,24.365,26512.97,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4310579,Itapuca,184673,2037,12.72,97.5,664,24.365,27090.56,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4310603,Itaqui,3406.606,37363,11.21,98.7,713,14.31,36770.02,0.0,15.0,2.0,0.0,2.0,0.0,0.0,5.0,24.0,10.0,3.0,6.0,8.0,10.0,1.0,3.0,7.0,0.0,1.0,0.0,0.0,0.0
4310652,Itati,205321,2377,12.49,97.7,669,24.365,26379,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
4310702,Itatiba do Sul,212669,3143,19.65,99.2,681,24.365,17120.09,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0
4310751,Ivorá,122.93,1854,17.54,97.1,724,24.365,27266.57,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
4310801,Ivoti,63092,25068,314.71,100,784,4.18,42392.5,3.0,60.0,4.0,0.0,5.0,0.0,0.0,1.0,27.0,9.0,2.0,2.0,9.0,16.0,5.0,2.0,5.0,6.0,1.0,0.0,0.0,0.0
4310850,Jaboticaba,127589,3738,32,98.1,658,24.365,25581.78,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,2.0,1.0,2.0,0.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
4310876,Jacuizinho,339399,2718,7.41,98.1,662,24.365,43708.96,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4310900,Jacutinga,178009,3532,20.26,97.4,726,24.39,37600.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4311007,Jaguarão,2051.845,26327,13.6,97.1,707,13.07,24959.82,0.0,5.0,1.0,0.0,3.0,0.0,0.0,5.0,20.0,8.0,1.0,1.0,7.0,7.0,2.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0
4311106,Jaguari,675314,10684,17.04,97,712,14.08,23282.63,0.0,10.0,1.0,0.0,1.0,0.0,0.0,2.0,8.0,5.0,0.0,2.0,5.0,4.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0
4311122,Jaquirana,908879,3611,4.6,96.1,614,24.365,17759.46,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4311130,Jari,853.08,3472,4.17,96,631,24.365,62056.45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
4311155,Jóia,1238.918,8571,6.74,96.6,686,12.05,61671.49,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
4311205,Júlio de Castilhos,1929.544,19159,10.15,97.3,716,24.365,67506.41,0.0,10.0,0.0,0.0,2.0,0.0,0.0,4.0,15.0,12.0,3.0,4.0,5.0,8.0,1.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0
4311239,Lagoa Bonita do Sul,109281,2939,24.53,97.9,0.67,24.365,20740.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4311254,Lagoão,387455,6469,16.12,97,643,24.365,17328.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
4311270,Lagoa dos Três Cantos,138602,1604,11.53,100,789,24.365,58589.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
4311304,Lagoa Vermelha,1260.227,27751,21.78,97.5,738,5.59,41824.19,0.0,23.0,5.0,2.0,4.0,0.0,0.0,4.0,17.0,15.0,1.0,5.0,19.0,16.0,1.0,0.0,8.0,2.0,1.0,0.0,0.0,0.0
4311403,Lajeado,91231,86005,793.07,98,778,7.9,51129.4,0.0,136.0,7.0,3.0,22.0,0.0,0.0,19.0,177.0,63.0,18.0,44.0,73.0,65.0,7.0,20.0,1.0,7.0,1.0,0.0,0.0,0.0
4311429,Lajeado do Bugre,67947,2569,36.61,96.8,613,24.365,19110.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
4311502,Lavras do Sul,2600.969,7410,2.95,98.5,699,24.69,33585.41,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,2.0,0.0,2.0,4.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0
4311601,Liberato Salzano,245627,5087,23.53,98.9,685,24.365,26530.72,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
4311627,Lindolfo Collor,33351,6193,158.44,97.1,712,28.99,49614.84,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4311643,Linha Nova,63502,1724,25.48,100,749,24.365,28231.24,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4311700,Machadinho,335198,5411,16.45,98.5,692,24.365,32759.17,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
4311718,Maçambará,1682.82,4539,2.82,99.3,684,24.365,53206.04,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
4311734,Mampituba,156653,2965,19.02,96.6,649,24.365,17811.58,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,1.0,3.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
4311759,Manoel Viana,1390.696,7315,5.09,99.2,655,46.15,38077.86,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
4311775,Maquiné,613328,6747,11.11,94.6,682,14.93,17974.48,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,1.0,1.0,4.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
4311791,Maratá,82063,2713,31.13,99,697,24.365,25836.81,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
4311809,Marau,649.77,45523,56,94.5,774,7.84,47227.43,2.0,27.0,3.0,0.0,7.0,0.0,1.0,3.0,43.0,21.0,5.0,6.0,26.0,33.0,1.0,0.0,15.0,4.0,2.0,0.0,0.0,0.0
4311908,Marcelino Ramos,229759,4239,22.35,98.2,724,24.365,25962.98,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,4.0,1.0,2.0,4.0,4.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
4311981,Mariana Pimentel,338.45,3892,11.15,97.7,701,24.365,17088.47,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
4312005,Mariano Moro,98727,1987,22.33,98.1,0.73,83.33,24561.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
4312054,Marques de Souza,125714,3981,32.5,100,687,24.365,21853.47,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
4312104,Mata,316121,4760,16.39,97.9,656,24.365,23487.15,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
4312138,Mato Castelhano,238268,2543,10.36,100,727,34.48,40974.96,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,2.0,3.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4312153,Mato Leitão,46799,4627,84.2,100,746,24.365,34596.54,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4312179,Mato Queimado,114653,1611,15.69,99.2,717,24.365,35649.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4312203,Maximiliano de Almeida,208439,4254,23.56,99.1,699,24.365,26275.72,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
4312252,Minas do Leão,424339,8130,17.98,97.9,681,10.1,21970.07,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
4312302,Miraguaí,131236,4899,37.24,99.1,725,14.71,27569.85,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
4312351,Montauri,82.23,1430,18.79,100,764,52.63,38938.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4312377,Monte Alegre dos Campos,549456,3237,5.64,98.7,0.65,24.365,20136.01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
4312385,Monte Belo do Sul,69726,2514,39.05,98.7,752,41.67,30817.49,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4312401,Montenegro,424846,66157,140.13,97.4,755,5.73,57568.88,7.0,106.0,17.0,0.0,13.0,1.0,1.0,14.0,102.0,49.0,12.0,21.0,63.0,24.0,8.0,0.0,11.0,3.0,1.0,0.0,0.0,0.0
4312427,Mormaço,146191,3139,18.81,97.8,714,24.365,35419.1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,2.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
4312443,Morrinhos do Sul,166224,2891,19.23,100,711,24.365,18521.64,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0
4312450,Morro Redondo,244645,6609,25.45,98.5,702,24.365,14014.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
4312476,Morro Reuter,89412,6570,64.76,96.7,743,24.365,28815.4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4312500,Mostardas,1977.442,12888,6.11,96.6,664,6.85,28099.77,0.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,6.0,1.0,3.0,2.0,4.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0
4312609,Muçum,111247,4967,43.2,97.2,746,24.365,50658.96,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
4312617,Muitos Capões,1193.717,3184,2.49,92.8,702,35.71,136948.23,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
4312625,Muliterno,111132,1901,16.31,95.2,689,52.63,27746.19,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4312658,Não-Me-Toque,361689,17886,44.06,98.9,765,4.27,72952.08,0.0,13.0,0.0,0.0,4.0,0.0,0.0,2.0,16.0,9.0,2.0,5.0,16.0,9.0,1.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0
4312674,Nicolau Vergueiro,154995,1667,11.04,97.4,753,24.365,54560.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4312708,Nonoai,468962,11574,25.75,96.2,702,16.57,36362.42,1.0,7.0,0.0,0.0,1.0,0.0,1.0,4.0,13.0,8.0,2.0,3.0,2.0,4.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0
4312757,Nova Alvorada,148861,3698,21.3,96.7,0.74,24.365,47136.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4312807,Nova Araçá,75514,4890,53.81,100,785,24.365,44993.4,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4312906,Nova Bassano,211611,10089,41.77,98.6,747,36.14,52022.36,0.0,11.0,0.0,0.0,5.0,0.0,0.0,4.0,10.0,5.0,0.0,3.0,11.0,5.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
4312955,Nova Boa Vista,93733,1731,20.8,98.5,768,24.365,50995.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4313003,Nova Bréscia,102994,3345,30.97,99.5,778,35.71,31382.48,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
4313011,Nova Candelária,97579,2677,28.12,97.9,759,22.73,54286.94,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4313037,Nova Esperança do Sul,191,5465,24.46,100,735,24.365,24296.89,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
4313060,Nova Hartz,62319,22147,293.26,95.6,689,8.23,29692.26,0.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,8.0,5.0,0.0,2.0,2.0,2.0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0
4313086,Nova Pádua,102641,2563,23.73,100,761,24.365,27898.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4313102,Nova Palma,314613,6519,20.23,97.9,744,17.54,47644.91,1.0,2.0,1.0,0.0,1.0,0.0,0.0,4.0,10.0,3.0,1.0,2.0,1.0,2.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0
4313201,Nova Petrópolis,290164,21717,65.38,98.8,0.78,4.15,37459.32,0.0,19.0,0.0,1.0,1.0,0.0,0.0,6.0,20.0,8.0,6.0,7.0,12.0,20.0,3.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0
4313300,Nova Prata,259941,28021,88.23,99.3,766,9.15,59362.18,1.0,41.0,1.0,0.0,3.0,0.0,1.0,4.0,31.0,20.0,8.0,10.0,33.0,18.0,3.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0
4313334,Nova Ramada,255264,2195,9.57,98.6,742,24.365,66824.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
4313359,Nova Roma do Sul,149158,3743,22.43,98.2,741,24.365,49916.71,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4313375,Nova Santa Rita,218153,30482,104.26,97.5,718,5.51,58018.11,0.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,5.0,1.0,1.0,10.0,7.0,2.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0
4313391,Novo Cabrais,192998,4246,20.05,98.8,688,29.41,21226.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
4313409,Novo Hamburgo,222536,247303,1067.55,97,747,8.75,38159.33,31.0,146.0,59.0,4.0,86.0,1.0,7.0,37.0,325.0,120.0,35.0,60.0,122.0,175.0,24.0,19.0,9.0,26.0,3.0,0.0,1.0,0.0
4313425,Novo Machado,218836,3191,17.95,97.6,663,24.365,35530.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
4313441,Novo Tiradentes,75428,2189,30.2,98.8,676,24.365,22159.08,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4313466,Novo Xingu,79851,1705,21.8,99.5,767,24.365,33153.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
